,Unnamed: 0,Start_Datetime,Start date,End_Datetime,End date,Duration (days),Year(s),Country code (ISO 2 digits),Country,Geometry,Ebola subtype,Reported number of human cases,Reported number of deaths among cases,Reported % of deaths among cases
0,0,2012-11-01 00:00:00,2012-11-01,2013-01-31 00:00:00,2013-01-31,91.0,November 2012-January 2013,UG,Uganda,"[<Polygon><outerBoundaryIs><LinearRing><coordinates>30.8588180859,3.49339113312,0 31.1766632079,3.79528214064,0 31.5408361148,3.65360920111,0 31.8216632319,3.80694522366,0 32.1945271666,3.5127541677,0 32.4044452267,3.74360921616,0 33.016663292,3.8886091007,0 33.5112363168,3.75270006073,0 33.9966631764,4.22278200256,0 34.2222181799,3.7791642437,0 34.463609113,3.6646542026,0 34.4037452251,3.38528218386,0 34.9094361739,2.52110913752,0 35.0097182696,1.89528204653,0 34.8203452601,1.23597310793,0 34.5200002108,1.10583601414,0 33.907218211,0.103053949178,0 33.9211001515,-1.00194576057,0 30.4822181693,-1.06333582543,0 29.979718211,-1.46221802581,0 29.8352822609,-1.31971779244,0 29.5969451904,-1.38583592125,0 29.7186091859,0.0770821192022,0 29.9598631587,0.483745240321,0 29.9575001326,0.81833606387,0 31.3027733001,2.12139092612,0 30.7297181688,2.44805397798,0 30.8588180859,3.49339113312,0</coordinates></LinearRing></outerBoundaryIs></Polygon>]",Sudan virus,6,3,0.5
1,1,2012-06-01 00:00:00,2012-06-01,2012-11-30 00:00:00,2012-11-30,182.0,June-November 2012,CD,Democratic Republic of the Congo,"[<Polygon><outerBoundaryIs><LinearRing><coordinates>29.4233361939,-4.44749990531,0 29.347909291,-4.93041789369,0 29.6316633687,-5.72194599083,0 29.5502822971,-6.29528191596,0 30.3150000387,-7.14375498705,0 30.7712362499,-8.19224608473,0 28.901663135,-8.47860894601,0 28.8683273001,-8.82694609081,0 28.3771450904,-9.25041794533,0 28.6955541469,-9.79576384582,0 28.5950003099,-10.2461089202,0 28.6987453051,-10.6518729984,0 28.3654092525,-11.555554816,0 29.0270822231,-12.3769457902,0 29.481663176,-12.4594458459,0 29.4735362503,-12.2490999735,0 29.8050450481,-12.1552459593,0 29.8016631178,-13.4497269728,0 29.6340272331,-13.4155549593,0 29.5947182864,-13.2234730863,0 29.0187452469,-13.3984729758,0 28.4462451651,-12.5258358837,0 27.6554181304,-12.2902819403,0 27.2089733232,-11.5764909662,0 27.0331181443,-11.5969459951,0 26.8739541844,-11.9717359235,0 26.0047181333,-11.9024998943,0 25.3636091564,-11.642981922,0 25.3444451082,-11.2052819545,0 24.4491632987,-11.462635887,0 24.3986093583,-11.1118089816,0 23.9862093273,-10.8704639813,0 23.8586091003,-11.0271547768,0 22.5675001265,-11.0336090099,0 22.2538912184,-11.2097268777,0 22.1664542217,-10.8599267555,0 22.3151362763,-10.7274998934,0 22.3138181382,-10.3749999602,0 21.791527333,-9.41139105516,0 21.9400001753,-8.49610901879,0 21.7550632042,-8.00375485142,0 21.7778542696,-7.28125491225,0 20.5487182382,-7.2836179384,0 20.6297452582,-6.91388196237,0 19.538945163,-6.99660900001,0 19.3727732616,-7.99333581047,0 18.5269451838,-7.93708200825,0 17.6311091629,-8.09805478281,0 16.9431181897,-7.19902693312,0 16.579718262,-5.90083592166,0 13.1788822414,-5.85632684221,0 12.8979181639,-5.81194600588,0 12.4358360782,-6.01666393323,0 12.214554169,-5.76855490468,0 12.5266630518,-5.72416384242,0 12.5722181927,-5.02180880176,0 13.0913910976,-4.63305479029,0 13.4120822111,-4.88278186143,0 13.699582329,-4.72583592081,0 13.7302731704,-4.44833591633,0 14.4058362957,-4.28278192877,0 14.41889111,-4.88721806752,0 14.6693001328,-4.90721795911,0 15.5352732766,-4.05819101185,0 15.8905001782,-3.94300890975,0 16.2269452464,-3.32833578498,0 16.1940273332,-2.18097293063,0 16.861945157,-1.25444590057,0 17.3230541038,-1.00416394744,0 17.7122181579,-0.544717970217,0 17.9611092181,0.399718169495,0 17.8736091895,0.992364155569,0 18.0918731106,2.22242705783,0 18.6158272206,3.13805409333,0 18.624954275,3.47944498731,0 18.544445089,4.34000006895,0 18.751663338,4.39055400935,0 19.0854181506,4.91471800227,0 19.4159001652,5.13103614837,0 19.8413910525,5.08450920954,0 20.3393002424,4.7675000985,0 20.5719451625,4.41749998411,0 22.3466632964,4.12750004739,0 22.8933271674,4.82013610366,0 23.4245093278,4.59374508921,0 24.3872912744,5.11215406739,0 24.7344452297,4.91083600762,0 25.2900001207,5.02500004376,0 25.3619451809,5.31471801326,0 25.540136061,5.38069113515,0 26.4947181593,5.04555414678,0 26.8694452234,5.03097298798,0 27.0902733363,5.20347305873,0 27.4552732018,5.01639115862,0 27.7688911624,4.78777324013,0 27.7894450978,4.60013612276,0 28.363054273,4.29000017235,0 28.7825001317,4.55736410893,0 29.2436092462,4.34610913527,0 29.467773189,4.66389122542,0 29.6433271223,4.64360919898,0 30.2077732009,3.9616640926,0 30.5510361092,3.86381811325,0 30.5620091939,3.61326408353,0 30.7863912338,3.66000006703,0 30.8588180859,3.49339113312,0 30.7297181688,2.44805397798,0 31.3027733001,2.12139092612,0 29.9575001326,0.81833606387,0 29.9598631587,0.483745240321,0 29.7186091859,0.0770821192022,0 29.5969451904,-1.38583592125,0 29.2708361824,-1.62639084337,0 29.1183271184,-2.24110889513,0 28.8674272513,-2.39868180211,0 29.0244362239,-2.7447177792,0 29.2372182126,-3.06028185013,0 29.232500207,-3.88499976936,0 29.4233361939,-4.44749990531,0</coordinates></LinearRing></outerBoundaryIs></Polygon>]",Bundibugyo virus,36,13,0.361
2,2,2012-06-01 00:00:00,2012-06-01,2012-10-31 00:00:00,2012-10-31,152.0,June-October 2012,UG,Uganda,"[<Polygon><outerBoundaryIs><LinearRing><coordinates>30.8588180859,3.49339113312,0 31.1766632079,3.79528214064,0 31.5408361148,3.65360920111,0 31.8216632319,3.80694522366,0 32.1945271666,3.5127541677,0 32.4044452267,3.74360921616,0 33.016663292,3.8886091007,0 33.5112363168,3.75270006073,0 33.9966631764,4.22278200256,0 34.2222181799,3.7791642437,0 34.463609113,3.6646542026,0 34.4037452251,3.38528218386,0 34.9094361739,2.52110913752,0 35.0097182696,1.89528204653,0 34.8203452601,1.23597310793,0 34.5200002108,1.10583601414,0 33.907218211,0.103053949178,0 33.9211001515,-1.00194576057,0 30.4822181693,-1.06333582543,0 29.979718211,-1.46221802581,0 29.8352822609,-1.31971779244,0 29.5969451904,-1.38583592125,0 29.7186091859,0.0770821192022,0 29.9598631587,0.483745240321,0 29.9575001326,0.81833606387,0 31.3027733001,2.12139092612,0 30.7297181688,2.44805397798,0 30.8588180859,3.49339113312,0</coordinates></LinearRing></outerBoundaryIs></Polygon>]",Sudan virus,11,4,0.364
3,3,2011-05-01 00:00:00,2011-05-01,2011-05-01 00:00:00,2011-05-01,0.0,2011-05-01,UG,Uganda,"[<Polygon><outerBoundaryIs><LinearRing><coordinates>30.8588180859,3.49339113312,0 31.1766632079,3.79528214064,0 31.5408361148,3.65360920111,0 31.8216632319,3.80694522366,0 32.1945271666,3.5127541677,0 32.4044452267,3.74360921616,0 33.016663292,3.8886091007,0 33.5112363168,3.75270006073,0 33.9966631764,4.22278200256,0 34.2222181799,3.7791642437,0 34.463609113,3.6646542026,0 34.4037452251,3.38528218386,0 34.9094361739,2.52110913752,0 35.0097182696,1.89528204653,0 34.8203452601,1.23597310793,0 34.5200002108,1.10583601414,0 33.907218211,0.103053949178,0 33.9211001515,-1.00194576057,0 30.4822181693,-1.06333582543,0 29.979718211,-1.46221802581,0 29.8352822609,-1.31971779244,0 29.5969451904,-1.38583592125,0 29.7186091859,0.0770821192022,0 29.9598631587,0.483745240321,0 29.9575001326,0.81833606387,0 31.3027733001,2.12139092612,0 30.7297181688,2.44805397798,0 30.8588180859,3.49339113312,0</coordinates></LinearRing></outerBoundaryIs></Polygon>]",Sudan virus,1,1,1.0
4,4,2008-12-01 00:00:00,2008-12-01,2009-02-28 00:00:00,2009-02-28,89.0,December 2008-February 2009,CD,Democratic Republic of the Congo,"[<Polygon><outerBoundaryIs><LinearRing><coordinates>29.4233361939,-4.44749990531,0 29.347909291,-4.93041789369,0 29.6316633687,-5.72194599083,0 29.5502822971,-6.29528191596,0 30.3150000387,-7.14375498705,0 30.7712362499,-8.19224608473,0 28.901663135,-8.47860894601,0 28.8683273001,-8.82694609081,0 28.3771450904,-9.25041794533,0 28.6955541469,-9.79576384582,0 28.5950003099,-10.2461089202,0 28.6987453051,-10.6518729984,0 28.3654092525,-11.555554816,0 29.0270822231,-12.3769457902,0 29.481663176,-12.4594458459,0 29.4735362503,-12.2490999735,0 29.8050450481,-12.1552459593,0 29.8016631178,-13.4497269728,0 29.6340272331,-13.4155549593,0 29.5947182864,-13.2234730863,0 29.0187452469,-13.3984729758,0 28.4462451651,-12.5258358837,0 27.6554181304,-12.2902819403,0 27.2089733232,-11.5764909662,0 27.0331181443,-11.5969459951,0 26.8739541844,-11.9717359235,0 26.0047181333,-11.9024998943,0 25.3636091564,-11.642981922,0 25.3444451082,-11.2052819545,0 24.4491632987,-11.462635887,0 24.3986093583,-11.1118089816,0 23.9862093273,-10.8704639813,0 23.8586091003,-11.0271547768,0 22.5675001265,-11.0336090099,0 22.2538912184,-11.2097268777,0 22.1664542217,-10.8599267555,0 22.3151362763,-10.7274998934,0 22.3138181382,-10.3749999602,0 21.791527333,-9.41139105516,0 21.9400001753,-8.49610901879,0 21.7550632042,-8.00375485142,0 21.7778542696,-7.28125491225,0 20.5487182382,-7.2836179384,0 20.6297452582,-6.91388196237,0 19.538945163,-6.99660900001,0 19.3727732616,-7.99333581047,0 18.5269451838,-7.93708200825,0 17.6311091629,-8.09805478281,0 16.9431181897,-7.19902693312,0 16.579718262,-5.90083592166,0 13.1788822414,-5.85632684221,0 12.8979181639,-5.81194600588,0 12.4358360782,-6.01666393323,0 12.214554169,-5.76855490468,0 12.5266630518,-5.72416384242,0 12.5722181927,-5.02180880176,0 13.0913910976,-4.63305479029,0 13.4120822111,-4.88278186143,0 13.699582329,-4.72583592081,0 13.7302731704,-4.44833591633,0 14.4058362957,-4.28278192877,0 14.41889111,-4.88721806752,0 14.6693001328,-4.90721795911,0 15.5352732766,-4.05819101185,0 15.8905001782,-3.94300890975,0 16.2269452464,-3.32833578498,0 16.1940273332,-2.18097293063,0 16.861945157,-1.25444590057,0 17.3230541038,-1.00416394744,0 17.7122181579,-0.544717970217,0 17.9611092181,0.399718169495,0 17.8736091895,0.992364155569,0 18.0918731106,2.22242705783,0 18.6158272206,3.13805409333,0 18.624954275,3.47944498731,0 18.544445089,4.34000006895,0 18.751663338,4.39055400935,0 19.0854181506,4.91471800227,0 19.4159001652,5.13103614837,0 19.8413910525,5.08450920954,0 20.3393002424,4.7675000985,0 20.5719451625,4.41749998411,0 22.3466632964,4.12750004739,0 22.8933271674,4.82013610366,0 23.4245093278,4.59374508921,0 24.3872912744,5.11215406739,0 24.7344452297,4.91083600762,0 25.2900001207,5.02500004376,0 25.3619451809,5.31471801326,0 25.540136061,5.38069113515,0 26.4947181593,5.04555414678,0 26.8694452234,5.03097298798,0 27.0902733363,5.20347305873,0 27.4552732018,5.01639115862,0 27.7688911624,4.78777324013,0 27.7894450978,4.60013612276,0 28.363054273,4.29000017235,0 28.7825001317,4.55736410893,0 29.2436092462,4.34610913527,0 29.467773189,4.66389122542,0 29.6433271223,4.64360919898,0 30.2077732009,3.9616640926,0 30.5510361092,3.86381811325,0 30.5620091939,3.61326408353,0 30.7863912338,3.66000006703,0 30.8588180859,3.49339113312,0 30.7297181688,2.44805397798,0 31.3027733001,2.12139092612,0 29.9575001326,0.81833606387,0 29.9598631587,0.483745240321,0 29.7186091859,0.0770821192022,0 29.5969451904,-1.38583592125,0 29.2708361824,-1.62639084337,0 29.1183271184,-2.24110889513,0 28.8674272513,-2.39868180211,0 29.0244362239,-2.7447177792,0 29.2372182126,-3.06028185013,0 29.232500207,-3.88499976936,0 29.4233361939,-4.44749990531,0</coordinates></LinearRing></outerBoundaryIs></Polygon>]",Zaire virus,32,15,0.47
5,5,2008-11-01 00:00:00,2008-11-01,2008-11-01 00:00:00,2008-11-01,0.0,2008-11-01,PH,Philippines,"[<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>120.924100162,14.6814271122,0 120.548663318,14.8232640018,0 120.542072292,14.4219450145,0 120.393600288,14.4586091355,0 120.245245295,14.847773022,0 120.087345327,14.7834730956,0 119.909145394,15.8561091037,0 119.75277244,15.9604180333,0 119.886109242,16.3966642436,0 120.156645226,16.0361089661,0 120.421918213,16.1558271866,0 120.317209299,16.6311090935,0 120.459991164,17.4116639383,0 120.338591199,17.5716640768,0 120.571654208,18.4931911339,0 120.983491143,18.5899449513,0 121.936654352,18.2694451129,0 122.225536311,18.5205540246,0 122.342482301,18.3105539895,0 122.145827429,17.7830539991,0 122.257209176,17.3634639716,0 122.533045205,17.1013821427,0 122.468318137,16.8805540298,0 122.051936367,16.0627729736,0 122.09929127,16.2600641995,0 121.563309296,15.9030541318,0 121.643054221,15.7130541559,0 121.378863337,15.3322181931,0 121.695263252,14.6966640711,0 121.735536285,14.1684730766,0 122.233318237,13.8972182606,0 122.256791422,14.2400002152,0 122.303591443,14.1011090617,0 122.473309225,14.3405540522,0 122.773600295,14.3187450106,0 123.094982245,13.9688910766,0 123.099991438,13.6675001335,0 123.318454345,13.7893000834,0 123.229709269,14.0022181943,0 123.361100295,14.0811090025,0 123.97012737,13.7518091715,0 123.535127381,13.6241640176,0 123.86973631,13.2321180974,0 123.761791143,13.0634730316,0 124.196372204,13.0533270731,0 124.037772346,12.53166424,0 123.840672228,12.8280540369,0 124.026363235,12.9637451473,0 123.729154191,12.8536091186,0 123.323882298,13.0086091166,0 123.201509194,13.417982107,0 122.561000193,13.9365640877,0 122.607482205,13.1638910818,0 122.403591404,13.5191640838,0 121.74991829,13.9647911525,0 121.279427311,13.5938910978,0 120.879436185,13.9025000331,0 120.716663313,13.9252729935,0 120.662418317,13.768891155,0 120.592209317,14.2311091952,0 120.985545212,14.4905540773,0 120.924100162,14.6814271122,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>125.922154273,9.48726412673,0 126.324854262,8.91860899163,0 126.0844363,8.60971792148,0 126.392209225,8.50750010905,0 126.43970025,8.11000025215,0 126.365809415,7.88249997663,0 126.551936281,7.69221820116,0 126.581863363,7.28430902632,0 126.280682303,6.92124521288,0 126.348309174,6.80048210435,0 126.165263161,6.88166402195,0 126.191654421,6.2722181873,0 125.856091464,7.34527312285,0 125.689700292,7.27639097764,0 125.377618399,6.72360915554,0 125.702763321,6.02500015505,0 125.376372346,5.5543090165,0 125.19165431,5.76721807493,0 125.259427362,6.09333613545,0 124.95693621,5.85139099088,0 124.183445298,6.21389120514,0 123.948591411,6.82333603397,0 124.268600238,7.37444516347,0 123.676654308,7.81250018845,0 123.458882237,7.81055407816,0 123.413036244,7.35610907967,0 123.111100309,7.52000009764,0 123.117209376,7.72889120695,0 122.992763259,7.45548207415,0 122.812763229,7.43694499231,0 122.809982281,7.74652706656,0 122.623872346,7.7730541138,0 122.149991223,6.90527299342,0 121.921100222,6.99416408267,0 122.225400189,7.96416418895,0 122.923027333,8.15082699389,0 123.02569123,8.48874509773,0 123.304700145,8.52305407154,0 123.378591316,8.72527301827,0 123.81804528,8.47694522205,0 123.866372317,8.16041807044,0 123.680545355,7.95833608401,0 124.224009351,8.21250019944,0 124.432209288,8.61527311164,0 124.72748228,8.48638207158,0 124.800809181,8.99958219984,0 125.090554308,8.82527314675,0 125.514709288,9.00666406986,0 125.440263235,9.80916407828,0 125.922154273,9.48726412673,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>125.449127433,12.1022181002,0 125.450272401,11.5902730781,0 125.640609162,11.3514542158,0 125.542072346,11.1895091405,0 125.761172278,11.0210360713,0 125.269436192,11.1280541997,0 124.971618287,11.4463360189,0 124.829018309,11.4965910606,0 125.037072234,11.7529180424,0 124.46999122,12.1041640428,0 124.257763107,12.551109082,0 125.148318362,12.5765270358,0 125.504709174,12.2050001824,0 125.449127433,12.1022181002,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>123.346845193,10.394399959,0 123.107063417,9.62763602724,0 123.312763201,9.29639109181,0 123.014709261,9.03389100602,0 122.406645267,9.79860908286,0 122.453872262,9.97485418796,0 122.856936362,10.0951361752,0 122.952472288,10.8944450255,0 123.504718339,10.9373640579,0 123.346845193,10.394399959,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>122.04942716,11.2336090154,0 122.096791284,11.7050000429,0 121.849418186,11.7584732325,0 121.954436392,11.9275001779,0 122.586645297,11.5211091333,0 122.830836456,11.6086091619,0 122.880254313,11.4302731073,0 123.16665439,11.5644450816,0 123.123591357,11.1656911243,0 121.969982308,10.4131910125,0 122.04942716,11.2336090154,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>119.431091256,10.7208269765,0 119.302745208,11.0061090752,0 119.471927218,11.4242361253,0 119.484018281,10.8793000999,0 119.71585418,10.5109362414,0 119.328600194,10.3094451791,0 119.201936393,10.0484731143,0 118.753327211,9.92499996884,0 118.753363253,9.65450924709,0 118.348591425,9.18860903677,0 117.178591229,8.33298217893,0 117.662200222,9.07694498707,0 118.027209307,9.25916404222,0 118.801091319,10.0347182435,0 119.006518355,10.4393001381,0 119.131582386,10.3836820194,0 119.31344521,10.5841640681,0 119.216645292,10.9554820446,0 119.431091256,10.7208269765,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>121.439700197,12.35166421,0 121.123172207,12.2450001332,0 120.688027211,13.1358271288,0 120.321091293,13.4758269621,0 120.990327255,13.5183999895,0 121.502209245,13.1488911631,0 121.439700197,12.35166421,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>124.766663319,10.5747181662,0 124.674572187,10.9481911299,0 124.421372326,10.9133271065,0 124.316382283,11.5669450681,0 124.641109282,11.2930539758,0 124.963027339,11.384454104,0 124.972763422,11.3872181204,0 124.973518297,11.3756732222,0 125.015063367,10.7434001124,0 125.271654211,10.2975001289,0 125.120527156,10.1769450592,0 124.978318277,10.3745821224,0 124.977763395,10.0402730984,0 124.76470933,10.1963910746,0 124.766663319,10.5747181662,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>123.410263175,10.0500001294,0 124.050263394,11.277500181,0 124.019991145,10.3870091321,0 123.636509183,10.0698640665,0 123.352063263,9.41673594337,0 123.410263175,10.0500001294,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>124.528591284,10.0555539785,0 124.599218207,9.76173608486,0 124.35720936,9.62360902567,0 123.956936266,9.59860899355,0 123.791791315,9.73332713271,0 124.152491265,10.1480541476,0 124.528591284,10.0555539785,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>123.164700233,11.9041639535,0 123.245745358,12.6057639524,0 123.910809144,12.189164085,0 124.079091274,11.7279181779,0 123.536927311,12.2054179364,0 123.164700233,11.9041639535,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>124.208036293,13.5152730367,0 124.030545302,13.6638910536,0 124.208318428,14.0987450297,0 124.418054265,13.7931911305,0 124.208036293,13.5152730367,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>120.200609314,12.0000001201,0 119.973018346,12.0241639736,0 119.888045126,12.3336090875,0 120.244709357,12.179718183,0 120.339982259,11.9927730756,0 120.200609314,12.0000001201,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>121.990536244,6.40833610429,0 121.792763226,6.63055393678,0 122.075682299,6.75250006712,0 122.238309325,6.59221812903,0 121.990536244,6.40833610429,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>121.288036196,5.85416405973,0 120.869427354,5.9538911058,0 121.128309308,6.08666414051,0 121.427127174,5.97763603173,0 121.288036196,5.85416405973,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>122.030900304,13.2008182269,0 121.837200221,13.3347181246,0 121.874418386,13.5413912147,0 122.126636223,13.4563911726,0 122.030900304,13.2008182269,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>121.939700336,14.6269450767,0 121.807682343,14.9234731749,0 121.935809289,15.0569450927,0 122.05831818,14.9622180195,0 121.939700336,14.6269450767,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>125.64665419,9.82166417816,0 125.475272265,10.1311089568,0 125.636654244,10.4666640345,0 125.64665419,9.82166417816,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>119.858318371,5.04916406485,0 120.211445271,5.34660009082,0 120.225600294,5.12673606439,0 119.858318371,5.04916406485,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>122.018054367,12.0941640971,0 121.917763387,12.3029180784,0 122.122754229,12.676945086,0 122.018054367,12.0941640971,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>124.488036452,11.4616641729,0 124.337763176,11.6775640621,0 124.531372232,11.6797182112,0 124.619136291,11.5220821047,0 124.488036452,11.4616641729,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>126.03193625,9.7424999523,0 125.975945304,9.91300010094,0 126.073045294,10.052009104,0 126.174709398,9.80513607088,0 126.03193625,9.7424999523,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>123.586382216,9.08889104315,0 123.457209209,9.19055414122,0 123.628582249,9.29680918114,0 123.707636169,9.13805409054,0 123.586382216,9.08889104315,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>119.95276331,11.6566641217,0 119.883727105,11.9751360425,0 120.07054531,11.8650000138,0 119.95276331,11.6566641217,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>122.640263326,12.2644451428,0 122.459018248,12.4847911286,0 122.669436372,12.483608945,0 122.640263326,12.2644451428,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>119.816936412,10.4391641836,0 119.760827282,10.5587449409,0 119.997063177,10.5953450241,0 119.816936412,10.4391641836,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>]",Reston virus,6,0,0.0
6,6,2007-12-01 00:00:00,2007-12-01,2008-01-31 00:00:00,2008-01-31,61.0,December 2007-January 2008,UG,Uganda,"[<Polygon><outerBoundaryIs><LinearRing><coordinates>30.8588180859,3.49339113312,0 31.1766632079,3.79528214064,0 31.5408361148,3.65360920111,0 31.8216632319,3.80694522366,0 32.1945271666,3.5127541677,0 32.4044452267,3.74360921616,0 33.016663292,3.8886091007,0 33.5112363168,3.75270006073,0 33.9966631764,4.22278200256,0 34.2222181799,3.7791642437,0 34.463609113,3.6646542026,0 34.4037452251,3.38528218386,0 34.9094361739,2.52110913752,0 35.0097182696,1.89528204653,0 34.8203452601,1.23597310793,0 34.5200002108,1.10583601414,0 33.907218211,0.103053949178,0 33.9211001515,-1.00194576057,0 30.4822181693,-1.06333582543,0 29.979718211,-1.46221802581,0 29.8352822609,-1.31971779244,0 29.5969451904,-1.38583592125,0 29.7186091859,0.0770821192022,0 29.9598631587,0.483745240321,0 29.9575001326,0.81833606387,0 31.3027733001,2.12139092612,0 30.7297181688,2.44805397798,0 30.8588180859,3.49339113312,0</coordinates></LinearRing></outerBoundaryIs></Polygon>]",Bundibugyo virus,149,37,0.25
